ID,Diver,Buddy,Site No.,Site Name,Latitude,Longitude,Date,vis,Direction,Time,P-Qs,Depth,Method,Block,Code,Species,Common name,Total,Inverts,2.5,5,7.5,10,12.5,15,20,25,30,35,40,50,62.5,75,87.5,100,112.5,125,137.5,150,162.5,175,187.5,200,250,300,350,400,,,,,,,,,,,,,,,,,,,,
105,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,1,1,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,aca,Apostichopus californicus,California sea cucumber,23,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,rni,Rhinogobiops nicholsii,Blackeye goby,96,0,1,28,30,25,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,pgi,Pomaulax gibberosus,Red turban shell,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,ami,Acmaea mitra,Whitecap limpet,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,aha,Artedius harringtoni,Scalyhead sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,69,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,dim,Dermasterias imbricata,Leather star,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,oko,Orthasterias koehleri,Rainbow star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,pmi,Patiria miniata,Bat star,21,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,etr,Evasterias troschelii,Mottled starfish,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,phem,Pagurus hemphilli,Maroon hermit,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,poc,Pisaster ochraceus,Purple sea star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,11,0,,,1,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,hka,Haliotis kamtschatkana,Pinto abalone,13,0,,3,6,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,tmo,Triopha modesta,Sea clown,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,dsa,Diaulula sandiegensis,Ringed doris,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,das,Diodora aspera,Rough keyhole limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,cpr,Cancer productus,Red rock crab,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,pbe,Pagurus beringanus,Bering hermit crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,0,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,cste,Cryptochiton stelleri,Gumboot chiton,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,opi,Oxylebius pictus,Painted greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Isabelle Cote,Em Lim,BMSC25,Goby Town,48.838595,-125.135015,23/04/2024,3,NW,14:48,EGL,6,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,sgi,Synchirus gilli,Manacled sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,rni,Rhinogobiops nicholsii,Blackeye goby,4,0,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,bfr,Brachyistius frenatus,Kelp perch,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,pgi,Pomaulax gibberosus,Red turban shell,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,hle,Henricia leviuscula,Pacific blood star,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,ptr,Polycera tricolor,Tricolour nudibranch,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,dim,Dermasterias imbricata,Leather star,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,cgi,Crassadoma gigantea,Purple-hinged rock scallop,4,0,,,,1,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,rni,Rhinogobiops nicholsii,Blackeye goby,46,0,3,21,13,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,phe,Pycnopodia helianthoides,Sunflower star,4,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,ppr,Pugettia producta,Northern kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,ami,Acmaea mitra,Whitecap limpet,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,sca,Sebastes caurinus,Copper rockfish,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,2,1,clu,Cadlina luteomarginata,Yellow-edge cadlina,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,dmo,Doris montereyensis,Monterey sea lemon,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,sac,Scyra acutifrons,Sharpnose crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,aca,Apostichopus californicus,California sea cucumber,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,bfr,Brachyistius frenatus,Kelp perch,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,pmi,Patiria miniata,Bat star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,das,Diodora aspera,Rough keyhole limpet,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,cfo,Ceratostoma foliatum,Leafy hornmouth,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,aldisa,Aldisa sp,Nudibranch,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,Isabelle Cote,Claire Attridge,BMSC26,Hosie South,48.9071,-125.037017,24/04/2024,1.5,NW,10:06,CMA,6.5,0,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,5,0,,,,,,2,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,1,1,ela,Embiotoca lateralis,Striped seaperch,2,0,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,145,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,71,0,9,40,16,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,sac,Scyra acutifrons,Sharpnose crab,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,spu,Strongylocentrotus purpuratus,Purple sea urchin (?),6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,aca,Apostichopus californicus,California sea cucumber,37,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,dim,Dermasterias imbricata,Leather star,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,ami,Acmaea mitra,Whitecap limpet,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,cli,Calliostoma ligatum,Blue top shell,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,sdr,Strongylocentrotus droebachiensis,Northern sea urchin,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,phem,Pagurus hemphilli,Maroon hermit,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,pmi,Patiria miniata,Bat star,15,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,aha,Artedius harringtoni,Scalyhead sculpin,3,0,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,mfo,Mimulus foliatus,Foliate kelp crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,das,Diodora aspera,Rough keyhole limpet,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,hde,Hexagrammos decagrammus,Kelp greenling,1,0,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,hle,Henricia leviuscula,Pacific blood star,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,oko,Orthasterias koehleri,Rainbow star,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,ppa,Phyllolithodes papillosus,Heart crab,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,poc,Pisaster ochraceus,Purple sea star,32,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,jzo,Jordania zonope,Longfin sculpin,1,0,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,dal,Dirona albolineata,White-line dirona,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,Isabelle Cote,Claire Attridge,BMSC24,Swiss Boy,48.916073,-125.131174,24/04/2024,3,NE,13:03,CMA,5.5,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,13:03,CMA,5.5,2,1,dez,Debris - Zero,No Debris found,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,1,1,hde,Hexagrammos decagrammus,Kelp greenling,2,0,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,1,1,sme,Sebastes melanops,Black rockfish,1,0,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,0,1,oel,Ophiodon elongatus,Lingcod,1,0,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,hka,Haliotis kamtschatkana,Pinto abalone,10,0,,3,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,mfra,Mesocentrotus franciscanus,Red sea urchin,104,104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,pgi,Pomaulax gibberosus,Red turban shell,99,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,dim,Dermasterias imbricata,Leather star,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,ami,Acmaea mitra,Whitecap limpet,19,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,oko,Orthasterias koehleri,Rainbow star,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,pmi,Patiria miniata,Bat star,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,hcr,Hermissenda crassicornis,Opalescent nudibranch,22,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,cfo,Ceratostoma foliatum,Leafy hornmouth,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,0,1,hst,Hexagrammos stelleri,Whitespotted greenling,1,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,0,1,aca,Apostichopus californicus,California sea cucumber,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,Isabelle Cote,Tom Bird,BMSC1,Dodger Channel,48.82894897,-125.1975708,25/04/2024,3,NE,14:17,TJB,6.5,2,1,poc,Pisaster ochraceus,Purple sea star,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
